telegram_index,n_cited,citation_class
1390_atel,0,0
1393_atel,0,0
1392_atel,2,0
7325_gcn,1,0
7324_gcn,0,0
7323_gcn,0,0
7322_gcn,0,0
7321_gcn,0,0
7320_gcn,3,1
7319_gcn,0,0
7318_gcn,0,0
7317_gcn,0,0
7316_gcn,0,0
7315_gcn,0,0
7314_gcn,8,1
7326_gcn,0,0
1395_atel,0,0
1394_atel,9,1
7327_gcn,0,0
1396_atel,2,0
7328_gcn,0,0
1397_atel,6,1
7333_gcn,0,0
7332_gcn,0,0
7331_gcn,0,0
7330_gcn,0,0
7329_gcn,0,0
1398_atel,59,2
7334_gcn,0,0
1399_atel,2,0
1401_atel,35,2
1400_atel,51,2
1403_atel,0,0
1402_atel,0,0
7335_gcn,9,1
7336_gcn,0,0
7337_gcn,0,0
7348_gcn,0,0
7347_gcn,0,0
7345_gcn,0,0
7343_gcn,7,1
7344_gcn,0,0
7341_gcn,1,0
7339_gcn,0,0
7338_gcn,3,1
7342_gcn,0,0
7340_gcn,0,0
1404_atel,1,0
7349_gcn,0,0
7350_gcn,2,0
7351_gcn,4,1
7352_gcn,1,0
7353_gcn,0,0
7354_gcn,1,0
7355_gcn,0,0
7356_gcn,1,0
7358_gcn,0,0
7359_gcn,1,0
7360_gcn,0,0
1406_atel,0,0
1407_atel,0,0
1405_atel,0,0
1408_atel,0,0
1409_atel,0,0
1410_atel,0,0
1411_atel,1,0
7361_gcn,0,0
1412_atel,2,0
1413_atel,1,0
1417_atel,2,0
1415_atel,2,0
1414_atel,22,2
1416_atel,0,0
7371_gcn,0,0
7365_gcn,1,0
7364_gcn,0,0
7363_gcn,0,0
7362_gcn,11,1
7368_gcn,0,0
7369_gcn,5,1
7370_gcn,0,0
7372_gcn,0,0
7367_gcn,1,0
7374_gcn,0,0
7375_gcn,0,0
7376_gcn,0,0
7366_gcn,5,1
1418_atel,0,0
7373_gcn,0,0
7377_gcn,0,0
7378_gcn,0,0
1419_atel,4,1
7388_gcn,3,1
7387_gcn,0,0
7386_gcn,1,0
7392_gcn,0,0
7390_gcn,2,0
7391_gcn,2,0
7385_gcn,0,0
7393_gcn,0,0
7394_gcn,2,0
7395_gcn,0,0
7396_gcn,2,0
7397_gcn,0,0
7398_gcn,1,0
7400_gcn,0,0
7401_gcn,0,0
7402_gcn,0,0
7403_gcn,0,0
7389_gcn,1,0
7384_gcn,0,0
7399_gcn,1,0
7382_gcn,18,2
7381_gcn,16,2
7380_gcn,0,0
7379_gcn,0,0
7383_gcn,1,0
7405_gcn,0,0
7406_gcn,0,0
7407_gcn,0,0
7408_gcn,0,0
7409_gcn,1,0
1420_atel,1,0
7404_gcn,0,0
7410_gcn,1,0
7412_gcn,1,0
7413_gcn,0,0
7415_gcn,0,0
7411_gcn,1,0
7414_gcn,1,0
1421_atel,0,0
1422_atel,1,0
1423_atel,0,0
1424_atel,32,2
1425_atel,45,2
7421_gcn,0,0
7419_gcn,5,1
7418_gcn,0,0
7417_gcn,0,0
7416_gcn,3,1
1426_atel,43,2
7422_gcn,0,0
7423_gcn,0,0
7424_gcn,0,0
1432_atel,24,2
1431_atel,54,2
1430_atel,22,2
1429_atel,0,0
1428_atel,35,2
1427_atel,14,2
7447_gcn,0,0
7448_gcn,2,0
7449_gcn,1,0
7450_gcn,0,0
7451_gcn,5,1
7452_gcn,0,0
7453_gcn,3,1
7454_gcn,0,0
7455_gcn,0,0
7456_gcn,0,0
7460_gcn,0,0
7458_gcn,3,1
7466_gcn,1,0
7461_gcn,0,0
7462_gcn,2,0
7463_gcn,0,0
7467_gcn,1,0
7464_gcn,0,0
7465_gcn,1,0
7457_gcn,0,0
7446_gcn,0,0
7427_gcn,30,2
7444_gcn,5,1
7468_gcn,0,0
1433_atel,0,0
7425_gcn,0,0
7426_gcn,10,1
7428_gcn,11,1
7429_gcn,6,1
7430_gcn,4,1
7431_gcn,0,0
7432_gcn,1,0
7445_gcn,3,1
7433_gcn,1,0
7435_gcn,1,0
7436_gcn,2,0
7437_gcn,0,0
7438_gcn,1,0
7439_gcn,1,0
7440_gcn,0,0
7441_gcn,4,1
7442_gcn,11,1
7443_gcn,0,0
7434_gcn,0,0
1434_atel,31,2
7459_gcn,2,0
7491_gcn,2,0
7489_gcn,0,0
7488_gcn,4,1
7487_gcn,0,0
7486_gcn,0,0
7485_gcn,0,0
7484_gcn,0,0
7483_gcn,1,0
7482_gcn,2,0
7481_gcn,0,0
7480_gcn,1,0
7479_gcn,5,1
7475_gcn,0,0
7477_gcn,0,0
7473_gcn,6,1
7472_gcn,1,0
7471_gcn,0,0
7470_gcn,0,0
1435_atel,4,1
7474_gcn,0,0
1438_atel,0,0
1437_atel,4,1
1436_atel,20,2
7502_gcn,0,0
7501_gcn,0,0
7500_gcn,0,0
7496_gcn,0,0
7498_gcn,0,0
7499_gcn,1,0
7503_gcn,0,0
7497_gcn,0,0
7504_gcn,0,0
7492_gcn,0,0
7494_gcn,0,0
7495_gcn,0,0
7493_gcn,0,0
1439_atel,0,0
1440_atel,0,0
7506_gcn,1,0
7505_gcn,0,0
7508_gcn,0,0
7507_gcn,0,0
7509_gcn,0,0
7511_gcn,0,0
7510_gcn,0,0
7517_gcn,0,0
7518_gcn,1,0
7519_gcn,1,0
7520_gcn,1,0
7512_gcn,8,1
7513_gcn,6,1
1441_atel,37,2
7514_gcn,0,0
7515_gcn,5,1
7516_gcn,0,0
7522_gcn,0,0
7523_gcn,0,0
7524_gcn,1,0
1443_atel,24,2
1444_atel,1,0
1445_atel,9,1
1442_atel,11,1
7533_gcn,1,0
7532_gcn,0,0
7531_gcn,0,0
7530_gcn,0,0
7529_gcn,0,0
7528_gcn,0,0
7527_gcn,2,0
7526_gcn,1,0
7525_gcn,7,1
1446_atel,41,2
1447_atel,0,0
7535_gcn,1,0
7550_gcn,1,0
7549_gcn,1,0
7548_gcn,0,0
7547_gcn,0,0
7546_gcn,0,0
7545_gcn,0,0
7544_gcn,1,0
7543_gcn,1,0
7542_gcn,4,1
7541_gcn,3,1
7540_gcn,1,0
7539_gcn,3,1
7538_gcn,7,1
7551_gcn,0,0
7537_gcn,17,2
7536_gcn,9,1
1449_atel,15,2
1448_atel,4,1
1451_atel,9,1
7553_gcn,0,0
7554_gcn,1,0
1450_atel,0,0
7557_gcn,0,0
1454_atel,21,2
7558_gcn,0,0
1452_atel,3,1
1453_atel,0,0
7559_gcn,0,0
7556_gcn,2,0
7560_gcn,0,0
1455_atel,1,0
1456_atel,3,1
1457_atel,2,0
1458_atel,19,2
1459_atel,8,1
1460_atel,7,1
1461_atel,29,2
7561_gcn,0,0
7562_gcn,0,0
1462_atel,1,0
7563_gcn,0,0
7564_gcn,0,0
7566_gcn,0,0
7568_gcn,0,0
1463_atel,1,0
1464_atel,1,0
7567_gcn,2,0
7569_gcn,0,0
7570_gcn,0,0
7571_gcn,3,1
7572_gcn,0,0
1465_atel,0,0
1466_atel,7,1
7580_gcn,0,0
7576_gcn,2,0
7574_gcn,0,0
7579_gcn,1,0
7578_gcn,0,0
7577_gcn,0,0
7575_gcn,2,0
7573_gcn,5,1
1467_atel,7,1
7581_gcn,0,0
7582_gcn,0,0
7583_gcn,0,0
1471_atel,28,2
1470_atel,0,0
7586_gcn,2,0
7585_gcn,1,0
7584_gcn,6,1
1469_atel,0,0
1468_atel,30,2
1473_atel,8,1
1472_atel,36,2
7589_gcn,0,0
7587_gcn,1,0
7592_gcn,0,0
7591_gcn,1,0
7590_gcn,0,0
7588_gcn,0,0
7612_gcn,0,0
1474_atel,0,0
7610_gcn,0,0
7604_gcn,1,0
7608_gcn,0,0
7593_gcn,10,1
7594_gcn,11,1
7595_gcn,1,0
7596_gcn,1,0
7597_gcn,0,0
7599_gcn,3,1
7600_gcn,1,0
7609_gcn,0,0
7601_gcn,3,1
7603_gcn,0,0
7605_gcn,0,0
7606_gcn,2,0
7607_gcn,0,0
7602_gcn,3,1
7598_gcn,10,1
7616_gcn,0,0
7615_gcn,0,0
7613_gcn,0,0
7614_gcn,0,0
1475_atel,9,1
1478_atel,8,1
1477_atel,1,0
1476_atel,6,1
7618_gcn,2,0
7619_gcn,0,0
7620_gcn,0,0
7621_gcn,2,0
7622_gcn,0,0
1480_atel,8,1
1481_atel,0,0
7623_gcn,0,0
7624_gcn,0,0
7625_gcn,0,0
1479_atel,0,0
7627_gcn,0,0
7626_gcn,0,0
7628_gcn,0,0
7629_gcn,0,0
1482_atel,5,1
1483_atel,4,1
1484_atel,0,0
7630_gcn,0,0
7631_gcn,0,0
1486_atel,11,1
7634_gcn,0,0
7632_gcn,2,0
7635_gcn,0,0
1485_atel,6,1
7633_gcn,0,0
7637_gcn,0,0
7636_gcn,0,0
7638_gcn,0,0
1487_atel,4,1
1488_atel,0,0
1489_atel,2,0
7640_gcn,0,0
7639_gcn,3,1
7642_gcn,0,0
7643_gcn,0,0
7641_gcn,2,0
1490_atel,50,2
7645_gcn,0,0
1491_atel,0,0
1492_atel,9,1
1493_atel,4,1
1494_atel,0,0
1495_atel,2,0
1496_atel,5,1
1497_atel,10,1
1498_atel,8,1
1500_atel,1,0
1499_atel,5,1
7647_gcn,9,1
7648_gcn,3,1
1501_atel,2,0
7649_gcn,2,0
1502_atel,0,0
7653_gcn,0,0
7654_gcn,0,0
7657_gcn,0,0
7656_gcn,0,0
7655_gcn,0,0
7651_gcn,0,0
7652_gcn,1,0
1504_atel,5,1
1505_atel,0,0
1506_atel,1,0
7664_gcn,0,0
7661_gcn,1,0
1503_atel,2,0
7663_gcn,1,0
7668_gcn,0,0
7672_gcn,0,0
7670_gcn,0,0
7669_gcn,2,0
7667_gcn,1,0
7666_gcn,0,0
7665_gcn,14,2
1507_atel,0,0
7673_gcn,2,0
7675_gcn,0,0
7676_gcn,0,0
7677_gcn,1,0
1508_atel,29,2
7678_gcn,3,1
7680_gcn,2,0
7681_gcn,0,0
1509_atel,32,2
7679_gcn,1,0
7682_gcn,0,0
7685_gcn,9,1
1511_atel,0,0
7686_gcn,3,1
1510_atel,0,0
7684_gcn,0,0
7688_gcn,1,0
7689_gcn,2,0
7691_gcn,0,0
7692_gcn,0,0
7693_gcn,0,0
7695_gcn,1,0
7687_gcn,3,1
1512_atel,1,0
7696_gcn,0,0
1513_atel,139,2
7698_gcn,0,0
7699_gcn,4,1
7700_gcn,0,0
7701_gcn,2,0
7697_gcn,8,1
7703_gcn,1,0
7704_gcn,0,0
7705_gcn,1,0
7702_gcn,2,0
1515_atel,13,1
1514_atel,5,1
7706_gcn,0,0
1516_atel,1,0
7707_gcn,0,0
1517_atel,0,0
7709_gcn,0,0
7708_gcn,0,0
7710_gcn,0,0
7711_gcn,0,0
1520_atel,0,0
1519_atel,0,0
1518_atel,8,1
1521_atel,0,0
1523_atel,11,1
1522_atel,0,0
7712_gcn,0,0
7713_gcn,2,0
7714_gcn,0,0
7715_gcn,11,1
7716_gcn,4,1
7717_gcn,0,0
7728_gcn,0,0
7718_gcn,0,0
7727_gcn,1,0
7722_gcn,1,0
7723_gcn,1,0
7729_gcn,0,0
7724_gcn,0,0
7726_gcn,1,0
7725_gcn,0,0
7721_gcn,3,1
1524_atel,23,2
1525_atel,0,0
1526_atel,0,0
1527_atel,1,0
1528_atel,1,0
7739_gcn,0,0
7738_gcn,1,0
7737_gcn,0,0
7736_gcn,1,0
7735_gcn,3,1
7734_gcn,1,0
7733_gcn,6,1
1531_atel,82,2
1529_atel,0,0
1530_atel,0,0
7743_gcn,0,0
7741_gcn,0,0
7742_gcn,3,1
7740_gcn,2,0
7748_gcn,0,0
7747_gcn,0,0
7744_gcn,0,0
7745_gcn,0,0
7746_gcn,0,0
7751_gcn,0,0
7750_gcn,0,0
1534_atel,0,0
1533_atel,0,0
1532_atel,2,0
7749_gcn,1,0
7753_gcn,6,1
7752_gcn,0,0
1539_atel,3,1
1542_atel,3,1
1535_atel,2,0
1536_atel,0,0
1541_atel,36,2
1538_atel,1,0
1540_atel,0,0
1537_atel,0,0
7754_gcn,0,0
7756_gcn,1,0
7757_gcn,1,0
7758_gcn,0,0
7759_gcn,0,0
7761_gcn,1,0
7755_gcn,1,0
1543_atel,5,1
7764_gcn,0,0
7763_gcn,0,0
7762_gcn,1,0
7767_gcn,5,1
7766_gcn,0,0
7765_gcn,0,0
7772_gcn,2,0
7771_gcn,0,0
7770_gcn,0,0
7769_gcn,0,0
7768_gcn,2,0
7773_gcn,0,0
7774_gcn,1,0
7775_gcn,0,0
1545_atel,40,2
1544_atel,4,1
1546_atel,4,1
1547_atel,6,1
7776_gcn,0,0
7778_gcn,3,1
7777_gcn,10,1
1549_atel,5,1
7779_gcn,0,0
1550_atel,2,0
1551_atel,0,0
7780_gcn,0,0
7787_gcn,1,0
7785_gcn,0,0
7786_gcn,0,0
7784_gcn,0,0
7782_gcn,1,0
7781_gcn,3,1
7788_gcn,10,1
7790_gcn,11,1
7795_gcn,2,0
7794_gcn,14,2
7793_gcn,1,0
7789_gcn,11,1
7792_gcn,9,1
7791_gcn,2,0
7798_gcn,0,0
7797_gcn,4,1
1555_atel,3,1
1552_atel,4,1
1553_atel,45,2
1554_atel,1,0
1556_atel,0,0
7815_gcn,0,0
7807_gcn,0,0
7818_gcn,1,0
7817_gcn,0,0
7816_gcn,0,0
7813_gcn,0,0
7812_gcn,0,0
7809_gcn,0,0
7808_gcn,0,0
7814_gcn,2,0
7806_gcn,1,0
7820_gcn,1,0
7804_gcn,2,0
7803_gcn,3,1
7802_gcn,0,0
7801_gcn,3,1
7800_gcn,8,1
7799_gcn,2,0
1557_atel,88,2
7819_gcn,0,0
1558_atel,3,1
7805_gcn,2,0
7822_gcn,4,1
7823_gcn,0,0
7825_gcn,0,0
1560_atel,0,0
1561_atel,0,0
7826_gcn,0,0
1559_atel,1,0
7821_gcn,0,0
7827_gcn,0,0
7824_gcn,1,0
7829_gcn,3,1
7844_gcn,3,1
7843_gcn,0,0
7841_gcn,0,0
7828_gcn,14,2
7830_gcn,3,1
7839_gcn,1,0
7838_gcn,0,0
7836_gcn,0,0
7837_gcn,0,0
7834_gcn,0,0
1564_atel,1,0
7833_gcn,0,0
7832_gcn,3,1
7831_gcn,5,1
1563_atel,2,0
1562_atel,0,0
7835_gcn,0,0
7853_gcn,1,0
7852_gcn,2,0
7854_gcn,0,0
7849_gcn,4,1
7857_gcn,1,0
7858_gcn,0,0
7851_gcn,1,0
7856_gcn,1,0
7859_gcn,0,0
7845_gcn,2,0
7850_gcn,1,0
7848_gcn,1,0
7847_gcn,10,1
7846_gcn,5,1
7860_gcn,1,0
7862_gcn,1,0
1566_atel,0,0
1565_atel,1,0
7861_gcn,0,0
7863_gcn,1,0
7866_gcn,0,0
7865_gcn,0,0
1567_atel,4,1
7864_gcn,0,0
1570_atel,0,0
1569_atel,29,2
7867_gcn,0,0
1568_atel,21,2
7869_gcn,0,0
7868_gcn,0,0
1571_atel,0,0
1572_atel,26,2
1573_atel,0,0
1574_atel,11,1
1575_atel,6,1
1576_atel,10,1
1577_atel,5,1
1578_atel,10,1
7870_gcn,2,0
7875_gcn,3,1
7872_gcn,3,1
7873_gcn,5,1
7874_gcn,0,0
7876_gcn,1,0
7877_gcn,0,0
7871_gcn,4,1
7878_gcn,0,0
7879_gcn,0,0
7880_gcn,0,0
7881_gcn,0,0
7883_gcn,0,0
7884_gcn,0,0
1579_atel,5,1
1581_atel,36,2
1580_atel,3,1
1582_atel,0,0
1583_atel,3,1
7885_gcn,0,0
7886_gcn,0,0
7887_gcn,0,0
1584_atel,5,1
7892_gcn,0,0
7890_gcn,0,0
7889_gcn,0,0
7891_gcn,0,0
7893_gcn,0,0
1586_atel,105,2
1585_atel,5,1
7899_gcn,0,0
7896_gcn,1,0
7894_gcn,6,1
7895_gcn,1,0
7901_gcn,0,0
7900_gcn,0,0
7898_gcn,3,1
7897_gcn,0,0
1589_atel,4,1
1588_atel,60,2
1587_atel,21,2
1590_atel,0,0
7904_gcn,0,0
7902_gcn,0,0
7903_gcn,6,1
1591_atel,1,0
1592_atel,37,2
7906_gcn,0,0
7905_gcn,2,0
7907_gcn,1,0
7908_gcn,0,0
1593_atel,5,1
7909_gcn,0,0
1595_atel,3,1
1594_atel,1,0
7918_gcn,0,0
7916_gcn,0,0
7915_gcn,0,0
7917_gcn,0,0
7913_gcn,0,0
7912_gcn,1,0
7911_gcn,1,0
7910_gcn,6,1
7914_gcn,4,1
1599_atel,9,1
7923_gcn,3,1
1596_atel,2,0
1597_atel,2,0
1598_atel,0,0
1600_atel,0,0
7921_gcn,1,0
7924_gcn,4,1
7926_gcn,0,0
7920_gcn,5,1
7927_gcn,0,0
7928_gcn,0,0
7919_gcn,0,0
7925_gcn,0,0
7929_gcn,0,0
7930_gcn,0,0
7931_gcn,1,0
7935_gcn,2,0
7932_gcn,0,0
7933_gcn,0,0
1601_atel,0,0
7936_gcn,6,1
7938_gcn,0,0
1602_atel,33,2
7944_gcn,0,0
7943_gcn,0,0
7942_gcn,0,0
7941_gcn,1,0
7940_gcn,0,0
7939_gcn,1,0
7945_gcn,0,0
1603_atel,13,1
1604_atel,2,0
1605_atel,0,0
7946_gcn,0,0
1606_atel,0,0
7947_gcn,7,1
7949_gcn,2,0
7953_gcn,1,0
7948_gcn,4,1
7950_gcn,0,0
7952_gcn,0,0
7951_gcn,1,0
1608_atel,3,1
1610_atel,5,1
1609_atel,14,2
7954_gcn,0,0
7955_gcn,0,0
1607_atel,1,0
7956_gcn,0,0
1611_atel,0,0
7967_gcn,0,0
7957_gcn,9,1
1612_atel,0,0
1613_atel,26,2
7961_gcn,1,0
7962_gcn,4,1
7958_gcn,3,1
7966_gcn,0,0
7963_gcn,2,0
7964_gcn,2,0
7960_gcn,2,0
7968_gcn,0,0
7959_gcn,7,1
7965_gcn,0,0
7972_gcn,1,0
7969_gcn,1,0
7970_gcn,0,0
7971_gcn,0,0
7973_gcn,0,0
7974_gcn,0,0
7976_gcn,0,0
7975_gcn,0,0
1614_atel,0,0
7978_gcn,5,1
7977_gcn,0,0
7982_gcn,1,0
7979_gcn,1,0
7983_gcn,0,0
7980_gcn,2,0
7981_gcn,0,0
1615_atel,1,0
7984_gcn,0,0
7985_gcn,0,0
1618_atel,27,2
1619_atel,32,2
1620_atel,2,0
1621_atel,27,2
1622_atel,0,0
1617_atel,0,0
1616_atel,28,2
7986_gcn,0,0
7987_gcn,0,0
7997_gcn,2,0
7989_gcn,0,0
7995_gcn,0,0
7994_gcn,0,0
7993_gcn,1,0
7992_gcn,1,0
7996_gcn,2,0
7988_gcn,10,1
7990_gcn,1,0
7991_gcn,1,0
7998_gcn,1,0
1626_atel,0,0
1623_atel,1,0
1624_atel,0,0
1625_atel,40,2
8008_gcn,4,1
8007_gcn,0,0
1627_atel,1,0
8005_gcn,1,0
8004_gcn,0,0
7999_gcn,0,0
8000_gcn,4,1
8003_gcn,4,1
8006_gcn,0,0
8001_gcn,3,1
8002_gcn,7,1
8009_gcn,1,0
8010_gcn,0,0
8012_gcn,0,0
1628_atel,44,2
1629_atel,1,0
1630_atel,17,2
1631_atel,2,0
8019_gcn,0,0
1632_atel,0,0
8017_gcn,0,0
8016_gcn,0,0
8015_gcn,0,0
8014_gcn,2,0
8013_gcn,0,0
8018_gcn,0,0
1633_atel,33,2
8020_gcn,0,0
8035_gcn,5,1
8034_gcn,0,0
8033_gcn,0,0
8032_gcn,0,0
8031_gcn,0,0
8030_gcn,1,0
8029_gcn,0,0
8028_gcn,0,0
8027_gcn,0,0
8026_gcn,2,0
8025_gcn,3,1
8024_gcn,4,1
8022_gcn,9,1
8021_gcn,5,1
8023_gcn,1,0
8040_gcn,0,0
8045_gcn,2,0
8044_gcn,0,0
8043_gcn,0,0
8042_gcn,0,0
8041_gcn,0,0
1634_atel,32,2
8046_gcn,1,0
8039_gcn,0,0
8038_gcn,4,1
8036_gcn,1,0
1636_atel,0,0
8047_gcn,0,0
1637_atel,0,0
8048_gcn,0,0
1635_atel,15,2
8049_gcn,0,0
1638_atel,0,0
1640_atel,1,0
1639_atel,0,0
8050_gcn,0,0
1641_atel,1,0
1642_atel,0,0
8051_gcn,4,1
1644_atel,8,1
8055_gcn,0,0
1645_atel,0,0
8052_gcn,0,0
8053_gcn,0,0
1643_atel,6,1
8054_gcn,0,0
8057_gcn,7,1
8056_gcn,6,1
8065_gcn,0,0
8066_gcn,1,0
8064_gcn,1,0
8068_gcn,0,0
8069_gcn,0,0
8070_gcn,0,0
8071_gcn,0,0
8067_gcn,0,0
8063_gcn,0,0
8060_gcn,4,1
8061_gcn,2,0
8059_gcn,6,1
8058_gcn,3,1
1646_atel,0,0
8062_gcn,0,0
1647_atel,22,2
8076_gcn,0,0
8075_gcn,0,0
8072_gcn,0,0
8073_gcn,0,0
8074_gcn,0,0
1648_atel,0,0
1649_atel,2,0
1651_atel,2,0
8078_gcn,0,0
8077_gcn,0,0
8079_gcn,0,0
1652_atel,0,0
1650_atel,10,1
8080_gcn,18,2
8087_gcn,0,0
8083_gcn,4,1
8081_gcn,2,0
8082_gcn,2,0
8085_gcn,0,0
8084_gcn,10,1
8086_gcn,2,0
8091_gcn,1,0
8092_gcn,1,0
8088_gcn,3,1
8093_gcn,1,0
8094_gcn,1,0
8095_gcn,0,0
8096_gcn,0,0
8090_gcn,1,0
8089_gcn,4,1
1656_atel,0,0
1655_atel,6,1
1654_atel,1,0
1653_atel,1,0
8098_gcn,1,0
8101_gcn,0,0
8100_gcn,0,0
8097_gcn,1,0
8104_gcn,0,0
1658_atel,12,1
8102_gcn,0,0
1657_atel,0,0
1660_atel,21,2
1659_atel,3,1
1661_atel,6,1
1662_atel,31,2
1665_atel,13,1
1664_atel,13,1
1663_atel,0,0
8105_gcn,1,0
8106_gcn,2,0
1666_atel,10,1
1667_atel,19,2
8107_gcn,0,0
8109_gcn,0,0
1669_atel,0,0
1668_atel,10,1
8108_gcn,0,0
1670_atel,1,0
1671_atel,21,2
8110_gcn,0,0
8111_gcn,0,0
8119_gcn,2,0
1674_atel,18,2
8112_gcn,16,2
1673_atel,32,2
8113_gcn,23,2
1676_atel,6,1
8114_gcn,2,0
8115_gcn,2,0
8116_gcn,0,0
8117_gcn,1,0
8118_gcn,1,0
1675_atel,8,1
1672_atel,0,0
8125_gcn,3,1
8124_gcn,1,0
8123_gcn,0,0
8120_gcn,0,0
8122_gcn,1,0
8126_gcn,5,1
8129_gcn,0,0
1678_atel,8,1
8128_gcn,0,0
8127_gcn,0,0
8134_gcn,0,0
8132_gcn,2,0
8131_gcn,0,0
8133_gcn,5,1
1679_atel,1,0
8130_gcn,3,1
8138_gcn,1,0
8136_gcn,1,0
1680_atel,2,0
8139_gcn,0,0
8135_gcn,2,0
8137_gcn,0,0
8142_gcn,0,0
8144_gcn,0,0
8145_gcn,0,0
8147_gcn,0,0
8148_gcn,5,1
8149_gcn,0,0
1682_atel,6,1
8141_gcn,1,0
1681_atel,0,0
8140_gcn,0,0
1685_atel,5,1
8155_gcn,0,0
8154_gcn,0,0
8153_gcn,1,0
8152_gcn,0,0
8151_gcn,2,0
8156_gcn,0,0
8150_gcn,0,0
1684_atel,0,0
8157_gcn,1,0
8161_gcn,0,0
8159_gcn,3,1
8158_gcn,0,0
1686_atel,0,0
1687_atel,1,0
8163_gcn,1,0
8164_gcn,1,0
8165_gcn,0,0
8167_gcn,0,0
8168_gcn,0,0
8166_gcn,0,0
1690_atel,0,0
1689_atel,2,0
8173_gcn,2,0
8179_gcn,0,0
8178_gcn,0,0
8177_gcn,1,0
8176_gcn,1,0
8175_gcn,0,0
8174_gcn,0,0
1693_atel,7,1
1692_atel,3,1
8169_gcn,9,1
8172_gcn,3,1
8171_gcn,0,0
8170_gcn,0,0
1698_atel,3,1
1697_atel,16,2
1696_atel,4,1
1694_atel,0,0
1695_atel,0,0
1699_atel,2,0
8180_gcn,7,1
8183_gcn,0,0
8184_gcn,0,0
8181_gcn,1,0
8182_gcn,7,1
1701_atel,2,0
1700_atel,1,0
8185_gcn,0,0
8189_gcn,2,0
8188_gcn,0,0
8186_gcn,5,1
8190_gcn,2,0
8187_gcn,1,0
8195_gcn,1,0
8196_gcn,1,0
8193_gcn,0,0
8198_gcn,1,0
8194_gcn,1,0
8191_gcn,2,0
8192_gcn,1,0
8197_gcn,0,0
8203_gcn,2,0
1704_atel,0,0
8199_gcn,3,1
1705_atel,0,0
1702_atel,4,1
1707_atel,27,2
1706_atel,5,1
1703_atel,0,0
8200_gcn,1,0
8201_gcn,1,0
8202_gcn,0,0
1710_atel,0,0
8205_gcn,0,0
8204_gcn,0,0
1708_atel,3,1
1709_atel,8,1
8212_gcn,0,0
8211_gcn,3,1
1713_atel,0,0
8207_gcn,0,0
8206_gcn,0,0
8208_gcn,0,0
1712_atel,0,0
1711_atel,7,1
8210_gcn,0,0
8209_gcn,6,1
1714_atel,7,1
1715_atel,4,1
8214_gcn,0,0
8215_gcn,3,1
8213_gcn,0,0
1716_atel,4,1
8216_gcn,0,0
8219_gcn,4,1
8218_gcn,2,0
8226_gcn,0,0
8224_gcn,0,0
8223_gcn,0,0
8222_gcn,3,1
8221_gcn,1,0
8217_gcn,10,1
8220_gcn,0,0
8225_gcn,3,1
1717_atel,1,0
1718_atel,3,1
8236_gcn,0,0
8235_gcn,0,0
8232_gcn,0,0
8233_gcn,0,0
8234_gcn,1,0
8227_gcn,7,1
8230_gcn,0,0
8229_gcn,0,0
8231_gcn,3,1
8228_gcn,0,0
8249_gcn,0,0
8248_gcn,0,0
1719_atel,1,0
8247_gcn,1,0
8246_gcn,5,1
8245_gcn,7,1
8244_gcn,0,0
8243_gcn,1,0
8242_gcn,0,0
8241_gcn,3,1
8240_gcn,2,0
8239_gcn,0,0
8238_gcn,3,1
8237_gcn,10,1
8250_gcn,0,0
8251_gcn,0,0
8253_gcn,2,0
8254_gcn,1,0
1721_atel,29,2
1720_atel,3,1
8252_gcn,0,0
8264_gcn,0,0
8262_gcn,0,0
8263_gcn,0,0
8259_gcn,1,0
8257_gcn,1,0
8256_gcn,0,0
8255_gcn,3,1
8261_gcn,1,0
8266_gcn,0,0
8267_gcn,0,0
1723_atel,0,0
8268_gcn,0,0
8269_gcn,0,0
8265_gcn,1,0
8273_gcn,0,0
8271_gcn,0,0
1725_atel,47,2
1724_atel,14,2
8276_gcn,0,0
8270_gcn,3,1
8274_gcn,0,0
8272_gcn,0,0
8275_gcn,0,0
8278_gcn,0,0
1726_atel,12,1
8279_gcn,0,0
8280_gcn,1,0
1727_atel,0,0
1729_atel,0,0
1728_atel,9,1
8281_gcn,3,1
1731_atel,2,0
8284_gcn,0,0
8283_gcn,0,0
8282_gcn,0,0
1730_atel,3,1
1732_atel,8,1
1733_atel,7,1
8285_gcn,2,0
1734_atel,8,1
1736_atel,2,0
1737_atel,0,0
1738_atel,0,0
8288_gcn,0,0
8287_gcn,0,0
1735_atel,15,2
8286_gcn,0,0
1740_atel,1,0
1739_atel,51,2
8290_gcn,0,0
8289_gcn,0,0
1741_atel,6,1
1742_atel,0,0
1746_atel,13,1
1745_atel,28,2
1743_atel,25,2
1744_atel,15,2
8291_gcn,1,0
1748_atel,6,1
1747_atel,0,0
8295_gcn,1,0
8293_gcn,3,1
8294_gcn,1,0
8292_gcn,7,1
1749_atel,5,1
8297_gcn,1,0
8301_gcn,1,0
8300_gcn,1,0
8299_gcn,0,0
8298_gcn,1,0
8296_gcn,1,0
8302_gcn,0,0
1752_atel,4,1
1751_atel,10,1
8305_gcn,4,1
8304_gcn,0,0
1753_atel,15,2
1750_atel,6,1
8306_gcn,0,0
8307_gcn,1,0
1755_atel,22,2
8308_gcn,0,0
1754_atel,0,0
1759_atel,16,2
8320_gcn,0,0
8319_gcn,0,0
8318_gcn,2,0
8317_gcn,2,0
8316_gcn,0,0
8315_gcn,0,0
